0,1,2,3,4,5,6
1.1223588916323157,-0.28113602587129155,1.9607877115499723,-2.2152130573855254e-16,1.0,1.0,0.0
-1.3793168373196572,-1.0770431496639126,-0.4908407378794651,-0.9222431196656903,1.0,1.0,0.0
-0.941562119499349,-0.7454151814169871,-0.24567789293652134,-0.9222431196656903,1.0,0.0,1.0
-1.0332748156624063,-0.08215924492313627,0.24464779694936614,-1.1716539371603831,1.0,1.0,1.0
1.2240906218299925,0.9127246598176401,1.470462021664085,-0.9222431196656903,1.0,1.0,1.0
1.3628157084631884,0.3157943169731743,-0.4908407378794651,-0.4234214846763048,1.0,1.0,0.0
-0.3573753657884444,-1.0770431496639126,-0.24567789293652134,-0.4234214846763048,1.0,1.0,1.0
2.1574021769011074,0.1831431296744041,-0.24567789293652134,-1.1716539371603831,1.0,1.0,0.0
1.9516266317285327,-0.6790895877676021,-0.24567789293652134,-0.4234214846763048,1.0,1.0,0.0
1.7828444429914774,0.116817536025019,-0.4908407378794651,-0.17401066718161207,0.0,0.0,0.0
1.8807226985604544,-0.28113602587129155,-0.4908407378794651,-1.1716539371603831,1.0,1.0,0.0
0.757049496831565,-0.3474616195206766,-0.4908407378794651,-0.6728323021709975,1.0,1.0,0.0
-1.219012292765741,-0.4801128068194468,0.24464779694936614,-2.2152130573855254e-16,0.0,1.0,1.0
1.6903610519026797,0.6474222852200997,5.3930675407511846,-0.9222431196656903,1.0,1.0,0.0
-0.7419521337326942,-0.08215924492313627,-0.24567789293652134,-2.2152130573855254e-16,1.0,1.0,1.0
-1.26756607308736,0.44844550427194446,0.24464779694936614,-2.2152130573855254e-16,1.0,1.0,1.0
0.6884576484407068,-0.21481043222190643,-0.4908407378794651,-2.2152130573855254e-16,1.0,1.0,0.0
0.4487715265355733,0.6474222852200997,-0.4908407378794651,-0.6728323021709975,1.0,1.0,0.0
0.11814340339312229,0.1831431296744041,-0.4908407378794651,-0.4234214846763048,1.0,0.0,0.0
-1.2066811739539016,-0.21481043222190643,-0.4908407378794651,-0.17401066718161207,1.0,1.0,1.0
-0.6895448787823756,-0.612763994118217,-0.4908407378794651,-0.6728323021709975,0.0,1.0,1.0
0.6198658000498486,-0.5464384004688319,-0.4908407378794651,-2.2152130573855254e-16,1.0,0.0,0.0
0.031054876784505005,-0.6790895877676021,-0.24567789293652134,-0.6728323021709975,1.0,1.0,0.0
-0.7766334053909935,-0.9443919623651424,-0.24567789293652134,-0.9222431196656903,1.0,1.0,0.0
-0.822104406009652,0.9127246598176401,0.4898106418923099,-0.4234214846763048,0.0,1.0,1.0
-0.8845306949945904,-0.14848483857252134,-0.4908407378794651,-0.4234214846763048,1.0,1.0,0.0
0.2900083718331374,-0.8780663687157574,-0.4908407378794651,-0.9222431196656903,1.0,1.0,0.0
-1.351571819993018,-0.8117407750663722,-0.24567789293652134,-0.4234214846763048,1.0,1.0,0.0
1.4961459306162053,1.9076085645584164,-0.24567789293652134,-0.6728323021709975,1.0,1.0,0.0
1.31811540277027,0.2494687233237892,0.24464779694936614,-0.9222431196656903,1.0,1.0,0.0
0.5851845283915503,0.846399066168255,-0.4908407378794651,-1.1716539371603831,0.0,1.0,1.0
-1.0941597147958646,0.5147710979213296,-0.4908407378794651,-0.6728323021709975,1.0,1.0,0.0
-0.7481176931386139,0.9127246598176401,3.431764781207635,-0.4234214846763048,1.0,1.0,1.0
-0.8644926269253511,2.902492469299193,0.7349734868352537,-0.4234214846763048,1.0,1.0,1.0
0.34703979633789656,-0.5464384004688319,-0.4908407378794651,-0.4234214846763048,1.0,0.0,0.0
-1.382399617022617,-0.5464384004688319,-0.4908407378794651,-0.9222431196656903,1.0,1.0,1.0
1.652597000541421,1.2443526280645656,-0.4908407378794651,0.3248109678077734,0.0,0.0,0.0
-0.5284696393027203,0.05049194237563392,-0.4908407378794651,-0.4234214846763048,1.0,0.0,0.0
1.7574115104420582,8.20853996125,2.9414390913217474,0.5742217853024661,1.0,1.0,0.0
-1.859459776055664,-0.612763994118217,0.24464779694936614,-2.2152130573855254e-16,1.0,1.0,1.0
-0.963141577420068,0.2494687233237892,-0.4908407378794651,-0.6728323021709975,1.0,0.0,0.0
-1.6374996374425497,-0.08215924492313627,-0.4908407378794651,-0.17401066718161207,0.0,1.0,1.0
-1.4286413125670159,2.239236532805342,-0.24567789293652134,-0.9222431196656903,1.0,1.0,1.0
-0.07838380267057217,-0.21481043222190643,-0.24567789293652134,-0.9222431196656903,1.0,1.0,0.0
1.6680108990562208,-0.21481043222190643,-0.24567789293652134,-0.9222431196656903,1.0,1.0,0.0
0.8487621929946223,-0.015833651273751175,-0.24567789293652134,-0.6728323021709975,1.0,1.0,0.0
1.359732928760229,0.2494687233237892,0.9801363317781974,-0.4234214846763048,1.0,1.0,0.0
-0.16470163435344964,-0.41378721317006173,-0.24567789293652134,-0.17401066718161207,1.0,1.0,0.0
1.2179250624240727,-0.08215924492313627,-0.4908407378794651,0.5742217853024661,1.0,0.0,0.0
-1.3585080743246776,1.575980596311491,-0.0005150479935776111,-1.1716539371603831,1.0,1.0,1.0
0.9936528390337391,-1.1433687433132977,-0.4908407378794651,-0.6728323021709975,1.0,0.0,0.0
0.06650684336854411,0.5810966915707146,-0.4908407378794651,-2.2152130573855254e-16,1.0,1.0,0.0
-0.6918569635595956,-0.8780663687157574,-0.24567789293652134,-0.17401066718161207,1.0,1.0,1.0
-0.2841593478431467,-0.8117407750663722,-0.4908407378794651,-0.4234214846763048,1.0,1.0,0.0
0.18827664163546068,-0.14848483857252134,0.4898106418923099,-2.2152130573855254e-16,0.0,1.0,1.0
-0.3342545180162453,-0.612763994118217,-0.4908407378794651,-2.2152130573855254e-16,1.0,0.0,0.0
0.6221778848270686,0.846399066168255,-0.4908407378794651,-0.17401066718161207,1.0,1.0,1.0
-0.16932580390788968,3.5657484057930438,-0.24567789293652134,-0.6728323021709975,1.0,1.0,1.0
0.9266023804943606,-0.28113602587129155,0.24464779694936614,-1.1716539371603831,1.0,1.0,0.0
1.002130483216879,0.5810966915707146,-0.24567789293652134,-2.2152130573855254e-16,1.0,1.0,0.0
0.8641760915094221,-0.8780663687157574,-0.4908407378794651,-0.9222431196656903,1.0,0.0,0.0
-0.7519711677673141,-0.5464384004688319,-0.4908407378794651,-0.9222431196656903,1.0,0.0,0.0
-1.0378989852168463,0.2494687233237892,-0.24567789293652134,-1.1716539371603831,1.0,1.0,0.0
1.000589093365398,0.05049194237563392,-0.24567789293652134,-1.1716539371603831,1.0,1.0,0.0
-0.2386883472244877,-0.6790895877676021,-0.4908407378794651,-2.2152130573855254e-16,0.0,0.0,0.0
1.873015749303055,-0.28113602587129155,-0.0005150479935776111,0.3248109678077734,1.0,1.0,0.0
1.4368024213342272,-0.015833651273751175,0.9801363317781974,-0.17401066718161207,1.0,1.0,0.0
